agency,county,item,quantity,cost,date
OCEAN CO PROSECUTOR'S OFC,OCEAN,INTERFACE UNIT RACAL,1,"$1,358.00",3/22/96
OCEAN CO PROSECUTOR'S OFC,OCEAN,INTERFACE UNIT RACAL,6,"$1,358.00",3/22/96
OCEAN CO PROSECUTOR'S OFC,OCEAN,SWITCHBOARD TELEPHO,1,"$36,650.00",3/22/96
OCEAN CO PROSECUTOR'S OFC,OCEAN,TELEPHONE RACAL M52,1,"$2,003.00",3/22/96
OCEAN CO PROSECUTOR'S OFC,OCEAN,TEST SET TELEPHONE,1,"$1,289.00",3/22/96
OCEAN CO PROSECUTOR'S OFC,OCEAN,VCR,1,$293.00,4/17/97
OCEAN CO PROSECUTOR'S OFC,OCEAN,RUCK SACK,15,$142.11,5/23/97
OCEAN CO SHERIFF DEPARTMENT,OCEAN,MONITOR,1,$399.00,4/3/97
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"DOOR,VEHICULAR",2,$96.87,8/20/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,KVL3000 KEYLOADER,1,"$2,173.00",9/25/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,KVL3000 KEYLOADER,1,"$2,173.00",9/25/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,KVL3000 KEYLOADER,1,"$2,173.00",9/25/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,10/3/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,10/3/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,RADIO SET,1,"$1,733.00",10/9/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,RADIO SET,1,"$1,733.00",10/9/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,11/14/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,11/14/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,11/14/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,11/14/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,11/14/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,11/14/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"RECEIVER-TRANSMITTER,RADIO",1,$0.00,11/14/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"TOOL AND EQUIPMENT KIT,RADIO SET",2,"$1,430.00",12/6/12
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,PASSENGER MOTOR VEHICLES,1,"$11,000.00",12/14/12
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"CABLE ASSEMBLY,POWER,ELECTRICAL",1,$541.39,6/4/13
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"TRUCK,FIRE FIGHTING",1,"$39,222.00",6/9/05
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,RECEIVER RADIO,1,$0.00,12/7/06
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,MOTOROLA MOBILES XTS 3000,40,$200.00,12/18/08
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,RADIO SET MOTOROLA,5,"$1,623.60",12/18/08
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"DOOR,VEHICULAR     ",2,$84.47,9/1/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,RECEIVER-TRANSMITTE,10,"$1,504.67",11/16/11
POINT PLEASANT BEACH POLICE DEPARTMENT,OCEAN,"TRUCK,LIFT,FORK    ",1,"$10,884.00",4/11/12
POINT PLEASANT POLICE DEPARTMENT,OCEAN,FLAT PANEL MONITOR,10,$0.00,12/16/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"CAMERA, DIGITAL",1,$0.00,8/26/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,FIELD PACK,30,$112.76,8/26/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"GENERATOR SET,DIESEL ENGINE",3,"$4,623.09",8/26/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"POUCH,M4 THREE MAG",15,$18.51,8/26/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"CAMERA, DIGITAL",1,$0.00,9/24/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"CASE,SMALL ARMS AMMUNITION",10,$8.27,9/24/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"OFFICE SUPPLIES, PRINTING",1,$0.00,9/24/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,OVERHEAD PROJECTOR,2,$0.00,9/24/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"TOOL KIT,AIRCRAFT MAINTENANCE",1,"$1,638.00",9/24/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"TOOL KIT,SMALL ARMS",1,"$2,012.00",9/24/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,TOOLBOX,1,$0.00,9/24/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"SUIT,SURVIVAL,COLD",15,$316.40,11/12/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",1,"$29,395.00",11/26/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"CHEST,AMMUNITION",15,$11.10,11/27/13
SEASIDE PARK POLICE DEPARTMENT,OCEAN,MARINE LIFESAVING AND DIVING EQUIPMENT,14,$0.00,1/8/14
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"OVERALLS,COLD WEATHER",20,$43.22,1/8/14
SEASIDE PARK POLICE DEPARTMENT,OCEAN,RIFLEMAN SET,2,$336.33,1/28/14
SEASIDE PARK POLICE DEPARTMENT,OCEAN,BRIEF CASE,1,$0.00,2/19/14
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"FACESHIELD,INDUSTRIAL",12,$108.23,2/19/14
SEASIDE PARK POLICE DEPARTMENT,OCEAN,"WHEEL,PNEUMATIC TIRE",12,$266.00,2/19/14
STATE POLICE LAKEHURST,OCEAN,"CPU, WORKSTATION",100,$418.00,12/13/12
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,NIGHT VISION GOGGLE,1,"$4,300.00",5/28/98
,OCEAN,"TRUCK,ARMORED",1,"$65,070.00",7/26/01
,OCEAN,"TRUCK,ARMORED",1,"$65,070.00",7/27/01
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,5/31/06
,OCEAN,"HELICOPTER,OBSERVATION",1,"$92,290.00",6/6/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,11/15/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,12/11/06
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,8/22/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,8/22/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,8/22/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/17/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,10/20/08
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/7/09
,OCEAN,"TRUCK,UTILITY",1,"$25,000.00",11/30/10
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/5/11
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/5/11
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/5/11
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/5/11
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/5/11
,OCEAN,"RIFLE,5.56 MILLIMETER",1,$499.00,1/5/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,1/5/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,1/5/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,1/5/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,1/5/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,1/5/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,1/5/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,3/1/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,3/1/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,3/1/11
,OCEAN,"RIFLE,7.62 MILLIMETER",1,$138.00,3/1/11
,OCEAN,"TRUCK,UTILITY",1,"$47,455.00",3/31/11
,OCEAN,"TRUCK,UTILITY",1,"$44,722.00",7/8/11
,OCEAN,"TRUCK,UTILITY",1,"$25,000.00",10/5/11
,OCEAN,"PISTOL,CALIBER .45,AUTOMATIC",1,$58.71,1/7/12
,OCEAN,"PISTOL,CALIBER .45,AUTOMATIC",1,$58.71,1/7/12
,OCEAN,"PISTOL,CALIBER .45,AUTOMATIC",1,$58.71,1/7/12
,OCEAN,"PISTOL,CALIBER .45,AUTOMATIC",1,$58.71,1/7/12
,OCEAN,"PISTOL,CALIBER .45,AUTOMATIC",1,$58.71,1/7/12
,OCEAN,"PISTOL,CALIBER .45,AUTOMATIC",1,$58.71,1/7/12
,OCEAN,"TRUCK,CARGO",1,"$48,574.00",1/17/12
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",2/23/12
,OCEAN,"TRUCK,CARGO",1,"$48,574.00",3/24/12
,OCEAN,"SIGHT,REFLEX",1,$328.00,3/29/12
,OCEAN,"SIGHT,REFLEX",1,$328.00,3/29/12
,OCEAN,"TELESCOPE,STRAIGHT",2,$826.00,4/7/12
,OCEAN,"TRUCK,UTILITY",1,"$60,566.00",4/17/12
,OCEAN,"TRUCK,UTILITY",1,"$60,566.00",4/17/12
,OCEAN,"TRUCK,UTILITY",1,"$55,500.00",4/19/12
,OCEAN,"TRUCK,UTILITY",1,"$55,500.00",4/19/12
,OCEAN,"TRUCK,UTILITY",1,"$55,500.00",4/19/12
,OCEAN,"TRUCK, STAKE",1,"$14,114.00",12/6/12
,OCEAN,"TRUCK,UTILITY",1,"$54,313.70",12/14/12
,OCEAN,"TRUCK,UTILITY",1,"$54,313.70",12/14/12
,OCEAN,"TRUCK,UTILITY",1,"$54,313.70",12/14/12
,OCEAN,"TRUCK,CARGO",2,"$70,613.00",1/2/13
,OCEAN,"TRUCK,CARGO",1,"$74,450.00",1/14/13
,OCEAN,"TRUCK,UTILITY",1,"$41,253.00",1/18/13
,OCEAN,"TRUCK,UTILITY",1,"$25,000.00",1/29/13
,OCEAN,"TRUCK,CARGO",1,"$70,613.00",2/1/13
,OCEAN,"TRUCK,UTILITY",1,"$25,000.00",3/20/13
,OCEAN,"TRUCK,UTILITY",1,"$25,000.00",3/20/13
,OCEAN,"TRUCK,UTILITY",1,"$25,000.00",3/29/13
,OCEAN,"TRUCK,WRECKER",1,"$168,960.00",4/22/13
,OCEAN,"SIGHT,REFLEX",1,$328.00,5/15/13
,OCEAN,"SIGHT,REFLEX",16,$328.00,5/15/13
,OCEAN,"TRUCK,DUMP",1,"$36,382.00",5/15/13
,OCEAN,"GOGGLES,INDUSTRIAL",20,$63.17,5/22/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",5/22/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",5/22/13
,OCEAN,"COVER,GUNSIGHT",12,$11.41,6/5/13
,OCEAN,"COVER,GUNSIGHT",12,$6.99,6/5/13
,OCEAN,"GOGGLES,BALLISTIC",30,$43.86,6/5/13
,OCEAN,"TRUCK,CARGO",1,"$70,613.00",6/6/13
,OCEAN,BALLISTIC BLANKET,1,"$1,228.20",7/23/13
,OCEAN,"HOLSTER,PISTOL",8,$0.00,7/23/13
,OCEAN,"MAGAZINE,CARTRIDGE",2,$9.31,7/23/13
,OCEAN,"CLEANING KIT,GUN",2,$74.94,8/6/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",9/4/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",9/4/13
,OCEAN,"TRUCK,UTILITY",1,"$39,052.00",9/4/13
,OCEAN,"TRUCK,CARGO",1,"$67,139.00",10/28/13
,OCEAN,"AXE,SURVIVAL",5,$59.79,10/29/13
,OCEAN,"MAGAZINE,CARTRIDGE",9,$9.98,10/29/13
,OCEAN,"BREATHING APPARATUS,SELF-CONTAINED",4,"$2,864.12",11/12/13
,OCEAN,"GOGGLES,INDUSTRIAL",15,$55.09,11/12/13
,OCEAN,"RESCUE HOOK,SURVIVAL",20,$33.87,11/14/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",11/15/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",11/15/13
,OCEAN,"TELESCOPE,NON-INVERTING INFRARED",2,"$4,791.00",11/20/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",11/27/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",11/27/13
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",11/27/13
,OCEAN,"BIPOD,RIFLE",1,$124.37,1/8/14
,OCEAN,"MAGAZINE,CARTRIDGE",50,$9.98,1/8/14
,OCEAN,"SIGHT,REFLEX",10,$328.00,1/8/14
,OCEAN,"TRUCK,CARGO",1,"$75,278.00",1/13/14
,OCEAN,"SIGHT,REFLEX",20,$328.00,1/17/14
,OCEAN,"TRUCK,UTILITY",3,"$47,989.00",1/24/14
,OCEAN,WEAPON PARTS,10,$0.00,1/28/14
,OCEAN,"TRUCK,UTILITY",1,"$39,052.00",1/29/14
,OCEAN,TRUCK TRACTOR,2,"$75,553.88",1/31/14
,OCEAN,TRUCK TRACTOR,1,"$75,553.88",1/31/14
,OCEAN,TRUCK TRACTOR,1,"$75,553.88",1/31/14
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",1/31/14
,OCEAN,"TRUCK,UTILITY",1,"$47,989.00",1/31/14
,OCEAN,"TRUCK,UTILITY",1,"$39,441.00",1/31/14
,OCEAN,"TRUCK,CARGO",1,"$75,278.00",2/25/14
,OCEAN,"TRUCK,UTILITY",1,"$47,455.00",2/26/14
,OCEAN,"TRUCK,UTILITY",2,"$47,455.00",2/26/14
,OCEAN,"TRUCK,UTILITY",1,"$47,455.00",2/26/14
,OCEAN,"TRUCK,MAINTENANCE",1,"$4,870.00",3/3/14
,OCEAN,THERMAL IMAGER,1,"$10,000.00",12/29/94
,OCEAN,BINOCULAR          ,3,$278.05,1/3/95
,OCEAN,"BODY ARMOR,FRAGMENT",18,$36.26,1/25/95
,OCEAN,"BODY ARMOR,FRAGMENT",2,$35.92,4/20/95
,OCEAN,"BODY ARMOR,FRAGMENT",7,$35.92,4/20/95
,OCEAN,"HELMET,GROUND TROOP",1,$150.29,4/20/95
,OCEAN,"HELMET,GROUND TROOP",15,$150.29,4/20/95
,OCEAN,"MASK,CHEMICAL-BIOLO",30,$93.32,5/11/95
,OCEAN,"MAGAZINE,CARTRIDGE ",50,$9.31,5/17/96
,OCEAN,"HELMET,GROUND TROOP",15,$150.29,7/24/96
,OCEAN,"FILTER ELEMENT SET,",100,$20.42,9/16/96
,OCEAN,"HELMET,GROUND TROOP",50,$17.55,10/17/96
,OCEAN,"MASK,CHEMICAL-BIOLO",3,$93.32,10/17/96
,OCEAN,"MASK,CHEMICAL-BIOLO",4,$93.32,10/17/96
,OCEAN,"MASK,CHEMICAL-BIOLO",16,$93.32,10/17/96
,OCEAN,"MASK,CHEMICAL-BIOLO",23,$93.32,10/17/96
,OCEAN,"HELMET,GROUND TROOP",50,$150.29,10/24/96
,OCEAN,"MASK,CHEMICAL-BIOLO",4,$93.32,10/31/96
,OCEAN,"HELMET,GROUND TROOP",16,$150.29,11/7/96
,OCEAN,"MASK,CHEMICAL-BIOLO",16,$93.32,11/7/96
,OCEAN,"HELMET,GROUND TROOP",15,$148.87,11/18/96
,OCEAN,BINOCULAR          ,5,$278.05,11/22/96
,OCEAN,BINOCULAR,5,$700.00,12/11/96
,OCEAN,"FILTER ELEMENT SET,",33,$20.74,2/21/97
,OCEAN,"MASK,CHEMICAL-BIOLO",10,$93.32,2/21/97
,OCEAN,"TRUCK, PANEL",1,"$6,265.00",6/20/97
,OCEAN,"VEST,BODY ARMOR",10,$5.00,10/1/97
,OCEAN,"FILTER ELEMENT SET,",5,$20.74,4/6/98
,OCEAN,"FILTER ELEMENT SET,",50,$20.42,4/15/98
,OCEAN,"FILTER ELEMENT SET,",75,$20.74,5/4/98
,OCEAN,"MASK,CHEMICAL-BIOLO",75,$93.32,5/4/98
,OCEAN,"HELMET,GROUND TROOP",25,$150.29,8/10/98
,OCEAN,"HOLSTER,PISTOL",10,$15.02,8/21/98
,OCEAN,"TRUCK,CARGO",1,"$41,822.00",10/19/98
,OCEAN,"TRUCK, VAN",1,"$14,173.00",12/7/98
,OCEAN,BINOCULAR          ,5,$278.05,3/10/99
,OCEAN,BAYONET-KNIFE      ,10,$24.56,6/10/99
,OCEAN,CANOE,2,$432.06,6/21/99
,OCEAN,"TRUCK,CARGO",1,"$15,964.00",10/26/99
,OCEAN,"TRUCK,UTILITY      ",1,"$16,902.00",2/23/00
,OCEAN,BODY ARMOR OUTER   ,1,$629.35,4/11/01
,OCEAN,"TRUCK, CARGO",1,"$15,752.00",2/25/02
,OCEAN,"HELMET,GROUND TROOP",5,$150.29,5/19/05
,OCEAN,"TRUCK,CARGO",1,"$3,123.00",10/5/05
,OCEAN,2ND CHANCE VEST MEDIUM,15,$150.00,4/19/06
,OCEAN,TRUCK CARGO,1,$0.00,8/7/06
,OCEAN,TRUCK CARGO,1,$0.00,8/7/06
,OCEAN,"GUARD,HAND,GUN     ",11,$11.39,1/30/07
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",11/5/08
,OCEAN,"TRUCK,CARGO        ",2,"$56,500.00",11/5/08
,OCEAN,"TRUCK,MAINTENANCE  ",2,"$21,802.00",11/5/08
,OCEAN,BINOCULAR,8,$278.05,11/12/08
,OCEAN,CPCV BOAT W ENG TRAILER,1,$0.00,11/14/08
,OCEAN,CPCV BOAT W ENG TRAILER,1,$0.00,11/14/08
,OCEAN,CPCV BOAT W ENG TRAILER,1,$0.00,11/14/08
,OCEAN,CPCV BOAT W ENG TRAILER,1,$0.00,11/14/08
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",12/4/08
,OCEAN,"TRUCK,WRECKER      ",1,"$152,340.00",12/4/08
,OCEAN,"TRUCK,SERVICING PLA",1,"$110,751.00",1/29/09
,OCEAN,"TRUCK,CARGO        ",1,"$19,257.00",2/2/09
,OCEAN,"TRUCK,CARGO        ",1,"$4,169.00",2/2/09
,OCEAN,"TRUCK,VAN          ",1,"$14,173.00",2/2/09
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",3/26/10
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",3/26/10
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",3/26/10
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",3/26/10
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",3/26/10
,OCEAN,"TRUCK,WRECKER      ",1,"$152,340.00",9/2/10
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",2/18/11
,OCEAN,"TRUCK,DUMP         ",1,"$84,554.00",2/6/12
,OCEAN,"HOLSTER,PISTOL     ",1,$90.29,2/23/12
,OCEAN,"TRUCK,CARGO        ",1,"$10,436.00",3/7/12
,OCEAN,TRUCK TRACTOR,1,"$57,454.00",3/28/12
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",5/23/12
,OCEAN,"TRUCK,CARGO        ",1,"$56,500.00",5/29/12
FBI WEST PATERSON,PASSAIC,SLIDE PROJECTOR,1,$87.00,12/9/94
FBI WEST PATERSON,PASSAIC,BODY ARMOR,2,$396.00,1/9/95
FBI WEST PATERSON,PASSAIC,COMPUTER,1,"$1,000.00",2/7/95
FBI WEST PATERSON,PASSAIC,MAT,10,$5.00,2/28/95
